ORIG_ARPT_CDE,DEST_ARPT_CDE,Origin BackBone Category,Dept BackBone Category,Turn Category,Date,ACFT_CAPY_CT,NSTP_MILE_CT,PAX,REV,ASM,RPM
LAS,SMF,Key Stations,Cornerstone,Acceptable,3/14/2019,143,397,770,89590,56771,305607
SMF,SAN,Cornerstone,Constrained,Waste,3/14/2019,143,480,770,89612,68640,369588
OAK,BUR,Constrained,Key Stations,LFHI,3/14/2019,143,325,770,89634,46475,250302
BUR,LAS,Key Stations,Key Stations,LFHI,3/14/2019,143,223,770,89656,31889,171786
MKE,BOS,Cornerstone,Others,Acceptable,3/14/2019,143,860,771,89678,122980,662652
MCO,PVD,Others,Constrained,Waste,3/14/2019,143,1072,771,89699,153296,826201
DTW,BWI,Key Stations,Constrained,Acceptable,3/14/2019,143,409,771,89721,58487,315295
DEN,BOS,Cornerstone,Others,HFLI,3/14/2019,175,1754,771,89743,306950,1352468
AUS,BNA,Gateway,Gateway,Waste,3/14/2019,143,756,771,89765,108108,583073
LAS,MKE,Key Stations,Cornerstone,Acceptable,3/14/2019,175,1524,771,89787,266700,1175680
MDW,MHT,Key Stations, ,HFLI,3/14/2019,143,838,772,89809,119834,646623
MCI,LAX,Gateway,Others,Acceptable,3/14/2019,143,1363,772,89831,194909,1051978
SFO,LAS,Constrained,Key Stations,HFLI,3/14/2019,143,414,772,89853,59202,319605
PDX,LAX,Key Stations,Others,Waste,3/14/2019,143,834,772,89875,119262,643996
MDW,BWI,Key Stations,Constrained,Acceptable,3/14/2019,143,611,772,89897,87373,471913
DTW,DEN,Key Stations,Cornerstone,Waste,3/14/2019,143,1123,773,89919,160589,867567
DEN,SAN,Cornerstone,Constrained,Waste,3/14/2019,143,853,773,89941,121979,659137
LGB,SMF,Gateway,Cornerstone,Waste,3/14/2019,143,387,773,89963,55341,299117
HOU,DAL,Key Stations,Others,Waste,3/14/2019,143,239,773,89985,34177,184770
MCO,AUS,Others,Gateway,LFHI,3/14/2019,143,994,773,90007,142142,768639
FLL,BWI,Cornerstone,Constrained,HFLI,3/14/2019,143,925,773,90029,132275,715452
BWI,SDF,Constrained,Gateway,Waste,3/14/2019,143,495,774,90051,70785,382954
STL,LIT,Others,Key Stations,LFHI,3/14/2019,143,296,774,90073,42328,229053
DTW,BNA,Key Stations,Gateway,HFLI,3/14/2019,143,456,774,90095,65208,352950
MBJ,BWI,Constrained,Constrained,Acceptable,3/14/2019,175,1426,774,90117,249550,1104003
MCO,PHL,Others,Constrained,Acceptable,3/14/2019,143,861,774,90139,123123,666741
MDW,PHX,Key Stations,Constrained,Acceptable,3/14/2019,175,1444,775,90161,252700,1118469
OAK,LAX,Constrained,Others,Acceptable,3/14/2019,143,337,775,90183,48191,261090
MCI,STL,Gateway,Others,Waste,3/15/2019,143,237,775,90204,33891,183658
TPA,BWI,Others,Constrained,Waste,3/15/2019,143,842,775,90226,120406,652645
LAX,TUS,Others,Cornerstone,HFLI,3/15/2019,143,451,775,90248,64493,349659
FLL,RDU,Cornerstone,Others,HFLI,3/15/2019,175,680,775,90270,119000,527327
PHX,SJC,Constrained,Gateway,Waste,3/15/2019,143,621,776,90292,88803,481687
MKE,HOU,Cornerstone,Key Stations,HFLI,3/15/2019,143,1004,776,90314,143572,778951
HOU,AUS,Key Stations,Gateway,HFLI,3/15/2019,143,148,776,90336,21164,114853
PHX,TPA,Constrained,Others,Waste,3/15/2019,175,1788,776,90358,312900,1387871
MKE,TPA,Cornerstone,Others,LFHI,3/15/2019,175,1075,776,90380,188125,834628
HOU,STL,Key Stations,Others,HFLI,3/15/2019,143,687,777,90402,98241,533511
AUS,PHX,Gateway,Constrained,LFHI,3/15/2019,175,872,777,90424,152600,677339
BWI,GRR,Constrained, ,Acceptable,3/15/2019,143,528,777,90446,75504,410229
OAK,PDX,Constrained,Key Stations,Acceptable,3/15/2019,143,543,777,90468,77649,421983
STL,MCO,Others,Others,HFLI,3/15/2019,143,882,777,90490,126126,685592
LAX,SAT,Others,Key Stations,HFLI,3/15/2019,175,1211,777,90512,211925,941551
BNA,PHX,Gateway,Constrained,Acceptable,3/15/2019,175,1449,778,90534,253575,1126862
TUS,SJC,Cornerstone,Gateway,HFLI,3/15/2019,175,722,778,90556,126350,561619
MDW,PIT,Key Stations,Key Stations,HFLI,3/15/2019,143,402,778,90578,57486,312776
MDW,MSY,Key Stations,Constrained,Acceptable,3/15/2019,175,825,778,90600,144375,642042
BWI,ATL,Constrained,Others,HFLI,3/15/2019,175,577,778,90622,100975,449146
ABQ,HOU,Others,Key Stations,Waste,3/15/2019,143,759,779,90644,108537,590957
TUL,PHX,Cornerstone,Constrained,HFLI,3/15/2019,143,935,779,90666,133705,728162
PHX,SMF,Constrained,Cornerstone,LFHI,3/15/2019,143,647,779,90688,92521,503992
MSY,MDW,Constrained,Key Stations,Waste,3/15/2019,143,825,779,90709,117975,642799
PDX,SJC,Key Stations,Gateway,Acceptable,3/15/2019,143,569,779,90731,81367,443441
SNA,OAK,Gateway,Constrained,LFHI,3/15/2019,143,371,780,90753,53053,289201
BNA,RDU,Gateway,Others,HFLI,3/15/2019,143,442,780,90775,63206,344628
ONT,OAK,Cornerstone,Constrained,LFHI,3/15/2019,143,362,780,90797,51766,282318
BWI,BUF,Constrained,Key Stations,HFLI,3/15/2019,143,281,780,90819,40183,219199
DAL,HOU,Others,Key Stations,Waste,3/15/2019,143,239,780,90841,34177,186480
RDU,BWI,Others,Constrained,Waste,3/15/2019,143,255,780,90863,36465,199011
ELP,DAL,Cornerstone,Others,Waste,3/15/2019,143,562,781,90885,80366,438708
MCI,ATL,Gateway,Others,LFHI,3/15/2019,143,692,781,90907,98956,540315
DEN,SAN,Cornerstone,Constrained,HFLI,3/15/2019,143,853,781,90929,121979,666181
LGA,ATL,Gateway,Others,Waste,3/15/2019,143,762,781,90951,108966,595251
ISP,TPA,Key Stations,Others,HFLI,3/15/2019,143,1034,781,90973,147862,807918
BWI,HOU,Constrained,Key Stations,Acceptable,3/15/2019,175,1246,782,90995,218050,973794
ATL,AUS,Others,Gateway,Waste,3/15/2019,143,813,782,91017,116259,635538
BNA,BWI,Gateway,Constrained,Acceptable,3/15/2019,175,587,782,91039,102725,458977
MCI,AUS,Gateway,Gateway,LFHI,3/15/2019,143,650,782,91061,92950,508356
BUR,PHX,Key Stations,Constrained,LFHI,3/15/2019,143,369,782,91083,52767,288658
BHM,BWI,Others,Constrained,HFLI,3/15/2019,175,682,782,91105,119350,533633
STL,MKE,Others,Cornerstone,Acceptable,3/15/2019,143,317,783,91127,45331,248096
TPA,MDW,Others,Key Stations,Waste,3/15/2019,175,997,783,91149,174475,780472
JAX,FLL,Others,Cornerstone,Acceptable,3/15/2019,143,319,783,91171,45617,249778
PHX,MSY,Constrained,Constrained,LFHI,3/15/2019,175,1300,783,91192,227500,1018144
MCO,ORF,Others, ,Acceptable,3/15/2019,143,655,783,91214,93665,513108
PHX,DEN,Constrained,Cornerstone,Acceptable,3/15/2019,143,602,784,91236,86086,471700
BUR,SMF,Key Stations,Cornerstone,LFHI,3/15/2019,143,358,784,91258,51194,280578
MDW,BNA,Key Stations,Gateway,LFHI,3/16/2019,143,395,784,91280,56485,309649
MDW,PHX,Key Stations,Constrained,Waste,3/16/2019,175,1444,784,91302,252700,1132247
PIT,LAS,Key Stations,Key Stations,Waste,3/16/2019,143,1910,784,91324,273130,1497991
OMA,MDW,Constrained,Key Stations,LFHI,3/16/2019,143,423,784,91346,60489,331832
MCO,BWI,Others,Constrained,LFHI,3/16/2019,175,787,785,91368,137725,617524
IND,DAL,Gateway,Others,Waste,3/16/2019,143,755,785,91390,107965,592553
OAK,TUS,Constrained,Cornerstone,LFHI,3/16/2019,143,747,785,91412,106821,586412
LAS,SJC,Key Stations,Gateway,HFLI,3/16/2019,143,386,785,91434,55198,303089
BWI,CLE,Constrained,Gateway,Acceptable,3/16/2019,143,314,785,91456,44902,246612
CLE,DEN,Gateway,Cornerstone,Acceptable,3/16/2019,143,1201,786,91478,171743,943473
OAK,BOI,Constrained,Gateway,LFHI,3/16/2019,143,512,786,91500,73216,402307
LAX,LAS,Others,Key Stations,LFHI,3/16/2019,143,236,786,91522,33748,185482
RSW,MDW,Key Stations,Key Stations,LFHI,3/16/2019,143,1105,786,91544,158015,868666
DEN,BOI,Cornerstone,Gateway,Acceptable,3/16/2019,143,649,786,91566,92807,510313
LAX,IND,Others,Gateway,HFLI,3/16/2019,143,1814,786,91588,259402,1426693
PBI,ATL,Cornerstone,Others,Acceptable,3/16/2019,143,545,787,91610,77935,428737
ATL,DCA,Others,Constrained,LFHI,3/16/2019,143,547,787,91632,78221,430411
DAL,OMA,Others,Constrained,Acceptable,3/16/2019,143,585,787,91654,83655,460419
MCI,PHX,Gateway,Constrained,HFLI,3/16/2019,143,1044,787,91676,149292,821862
LAS,TPA,Key Stations,Others,Acceptable,3/16/2019,175,1984,787,91697,347200,1562217
BWI,DEN,Constrained,Cornerstone,Acceptable,3/16/2019,143,1491,788,91719,213213,1174299
FLL,BHM,Cornerstone,Others,Acceptable,3/16/2019,143,650,788,91741,92950,512054
MDW,BUF,Key Stations,Key Stations,LFHI,3/16/2019,143,468,788,91763,66924,368764
MDW,MBJ,Key Stations,Constrained,Acceptable,3/16/2019,143,1706,788,91785,243958,1344570
SMF,PDX,Cornerstone,Key Stations,Waste,3/16/2019,143,479,788,91807,68497,377608
BWI,SEA,Constrained,Constrained,Waste,3/16/2019,175,2335,789,91829,408625,1841168
HOU,OKC,Key Stations,Key Stations,HFLI,3/16/2019,143,419,789,91851,59917,330462
PWM,BWI, ,Constrained,Waste,3/16/2019,143,452,789,91873,64636,356572
DEN,SFO,Cornerstone,Constrained,HFLI,3/16/2019,175,967,789,91895,169225,763020
LAS,SLC,Key Stations,Gateway,Acceptable,3/16/2019,143,368,789,91917,52624,290441
OKC,DEN,Key Stations,Cornerstone,LFHI,3/16/2019,143,495,789,91939,70785,390766
ATL,DEN,Others,Cornerstone,HFLI,3/16/2019,175,1199,790,91961,209825,946742
CMH,STL,Gateway,Others,Acceptable,3/16/2019,143,409,790,91983,58487,323025
SAN,AUS,Constrained,Gateway,LFHI,3/16/2019,175,1164,790,92005,203700,919533
HOU,PIT,Key Stations,Key Stations,Acceptable,3/16/2019,143,1131,790,92027,161733,893671
LAS,SJC,Key Stations,Gateway,Acceptable,3/16/2019,175,386,790,92049,67550,305073
HOU,DEN,Key Stations,Cornerstone,Acceptable,3/16/2019,143,883,791,92071,126269,698036
BUR,SMF,Key Stations,Cornerstone,Waste,3/16/2019,143,358,791,92093,51194,283074
MDW,PIT,Key Stations,Key Stations,Waste,3/16/2019,143,402,791,92115,57486,317940
DAL,CMH,Others,Gateway,Acceptable,3/16/2019,143,919,791,92137,131417,727000
DEN,DTW,Cornerstone,Key Stations,Waste,3/16/2019,175,1123,791,92159,196525,888586
MDW,BWI,Key Stations,Constrained,Acceptable,3/16/2019,143,611,791,92180,87373,483573
SAN,SAT,Constrained,Key Stations,LFHI,3/16/2019,143,1129,792,92202,161447,893748
ISP,PBI,Key Stations,Cornerstone,Acceptable,3/16/2019,143,1052,792,92224,150436,832986
PHL,ATL,Constrained,Others,Acceptable,3/16/2019,143,666,792,92246,95238,527469
MDW,DAL,Key Stations,Others,Acceptable,3/16/2019,143,793,792,92268,113399,628198
FLL,DAL,Cornerstone,Others,Waste,3/16/2019,175,1108,792,92290,193900,877937
LAX,SFO,Others,Constrained,Waste,3/16/2019,143,337,793,92312,48191,267088
AUS,BWI,Gateway,Constrained,LFHI,3/16/2019,143,1342,793,92334,191906,1063843
SFO,LAX,Constrained,Others,HFLI,3/16/2019,143,337,793,92356,48191,267212
JAX,BWI,Others,Constrained,LFHI,3/16/2019,143,663,793,92378,94809,525823
LGA,MCI,Gateway,Gateway,HFLI,3/17/2019,143,1107,793,92400,158301,878161
SAN,DAL,Constrained,Others,LFHI,3/17/2019,175,1182,793,92422,206850,937874
MDW,CMH,Key Stations,Gateway,Acceptable,3/17/2019,175,283,794,92444,49525,224602
SAN,SMF,Constrained,Cornerstone,Acceptable,3/17/2019,143,480,794,92466,68640,381039
MCO,MDW,Others,Key Stations,Acceptable,3/17/2019,143,990,794,92488,141570,786074
MDW,OAK,Key Stations,Constrained,Waste,3/17/2019,175,1844,794,92510,322700,1464500
LAS,OAK,Key Stations,Constrained,Waste,3/17/2019,175,407,794,92532,71225,323313
DEN,MCO,Cornerstone,Others,HFLI,3/17/2019,175,1546,795,92554,270550,1228396
DEN,BUF,Cornerstone,Key Stations,HFLI,3/17/2019,175,1359,795,92576,237825,1080062
CLE,ATL,Gateway,Others,LFHI,3/17/2019,143,554,795,92598,79222,440392
BNA,LAS,Gateway,Key Stations,LFHI,3/17/2019,175,1587,795,92620,277725,1261847
DAL,MEM,Others,Cornerstone,HFLI,3/17/2019,143,423,795,92642,60489,336411
HOU,LAS,Key Stations,Key Stations,HFLI,3/17/2019,143,1235,795,92664,176605,982420
ATL,STL,Others,Others,Waste,3/17/2019,143,484,796,92685,69212,385102
LAX,SLC,Others,Gateway,Waste,3/17/2019,143,590,796,92707,84370,469551
RSW,CMH,Key Stations,Gateway,Acceptable,3/17/2019,175,930,796,92729,162750,740310
DCA,TPA,Constrained,Others,Waste,3/17/2019,143,814,796,92751,116402,648120
DEN,BNA,Cornerstone,Gateway,Acceptable,3/17/2019,143,1014,796,92773,145002,807549
ISP,FLL,Key Stations,Cornerstone,LFHI,3/17/2019,175,1092,797,92795,191100,869868
ABQ,HOU,Others,Key Stations,LFHI,3/17/2019,143,759,797,92817,108537,604746
ATL,LAS,Others,Key Stations,Acceptable,3/17/2019,143,1747,797,92839,249821,1392271
STL,CMH,Others,Gateway,Waste,3/17/2019,143,409,797,92861,58487,326027
MDW,SLC,Key Stations,Gateway,Waste,3/17/2019,143,1259,797,92883,180037,1003822
MCI,HOU,Gateway,Key Stations,HFLI,3/17/2019,143,666,798,92905,95238,531135
MCO,SJU,Others,Cornerstone,Acceptable,3/17/2019,175,1189,798,92927,208075,948446
AUS,STL,Gateway,Others,LFHI,3/17/2019,143,721,798,92949,103103,575262
STL,MCI,Others,Gateway,Waste,3/17/2019,143,237,798,92971,33891,189138
AMA,DAL,Gateway,Others,HFLI,3/17/2019,143,323,798,92993,46189,257830
ONT,PHX,Cornerstone,Constrained,LFHI,3/17/2019,143,325,798,93015,46475,259486
SMF,LAS,Cornerstone,Key Stations,Waste,3/17/2019,143,397,799,93037,56771,317045
ISP,PBI,Key Stations,Cornerstone,Acceptable,3/17/2019,175,1052,799,93059,184100,840322
DAL,BWI,Others,Constrained,Acceptable,3/17/2019,175,1209,799,93081,211575,965953
MDW,STL,Key Stations,Others,Waste,3/17/2019,143,251,799,93103,35893,200587
ALB,BWI,Key Stations,Constrained,Waste,3/17/2019,143,289,799,93125,41327,231008
HOU,DAL,Key Stations,Others,Waste,3/17/2019,143,239,800,93147,34177,191085
BUR,SMF,Key Stations,Cornerstone,LFHI,3/17/2019,143,358,800,93168,51194,286293
SAN,DEN,Constrained,Cornerstone,LFHI,3/17/2019,143,853,800,93190,121979,682303
HOU,SLC,Key Stations,Gateway,Acceptable,3/17/2019,175,1214,800,93212,212450,971284
MSY,FLL,Constrained,Cornerstone,Acceptable,3/17/2019,143,674,800,93234,96382,539370
SAN,LAS,Constrained,Key Stations,Waste,3/17/2019,143,258,800,93256,36894,206513
CHS,DAL,Cornerstone,Others,LFHI,3/17/2019,143,977,801,93278,139711,782205
RDU,MCI,Others,Gateway,Waste,3/17/2019,143,904,801,93300,129272,723926
PHX,PHL,Constrained,Constrained,Acceptable,3/17/2019,175,2075,801,93322,363125,1662047
MCI,LGA,Gateway,Gateway,Waste,3/17/2019,143,1107,801,93344,158301,886895
MDW,MCO,Key Stations,Others,Acceptable,3/17/2019,143,990,801,93366,141570,793340
LAS,OKC,Key Stations,Key Stations,Waste,3/17/2019,143,986,802,93388,140998,790316
BHM,MCO,Others,Others,Waste,3/17/2019,143,479,802,93410,68497,384024
BNA,STL,Gateway,Others,Acceptable,3/17/2019,143,272,802,93432,38896,218118
DEN,SJC,Cornerstone,Gateway,LFHI,3/17/2019,143,948,802,93454,135564,760379
LAS,MCI,Key Stations,Gateway,Acceptable,3/18/2019,143,1139,802,93476,162877,913787
JAX,ATL,Others,Others,HFLI,3/18/2019,143,270,802,93498,38610,216663
BWI,LAS,Constrained,Key Stations,LFHI,3/18/2019,175,2106,803,93520,368550,1690356
DCA,STL,Constrained,Others,Acceptable,3/18/2019,143,719,803,93542,102817,577229
HOU,MAF,Key Stations,Key Stations,Acceptable,3/18/2019,143,441,803,93564,63063,354125
PHX,SJC,Constrained,Gateway,Acceptable,3/18/2019,143,621,803,93586,88803,498780
FLL,RDU,Cornerstone,Others,HFLI,3/18/2019,143,680,803,93608,97240,546293
AUS,ELP,Gateway,Cornerstone,Acceptable,3/18/2019,143,528,804,93630,75504,424277
ATL,SAT,Others,Key Stations,Waste,3/18/2019,175,874,804,93652,152950,702468
CMH,RSW,Gateway,Key Stations,Acceptable,3/18/2019,143,930,804,93673,132990,747648
LAX,CUN,Others,Cornerstone,Acceptable,3/18/2019,143,2119,804,93695,303017,1703901
BWI,DAL,Constrained,Others,HFLI,3/18/2019,175,1209,804,93717,211575,972386
DEN,PIT,Cornerstone,Key Stations,Acceptable,3/18/2019,143,1290,804,93739,184470,1037770
MHT,MCO, ,Others,HFLI,3/18/2019,175,1142,805,93761,199850,918918
BDL,BWI,Key Stations,Constrained,Waste,3/18/2019,143,283,805,93783,40469,227770
DAL,HOU,Others,Key Stations,Acceptable,3/18/2019,143,239,805,93805,34177,192401
DEN,STL,Cornerstone,Others,LFHI,3/18/2019,175,770,805,93827,134750,620010
BUF,MDW,Key Stations,Key Stations,LFHI,3/18/2019,143,468,805,93849,66924,376923
MDW,SAN,Key Stations,Constrained,Waste,3/18/2019,175,1728,806,93871,302400,1392032
BUR,SLC,Key Stations,Gateway,HFLI,3/18/2019,143,574,806,93893,82082,462505
PHX,FLL,Constrained,Cornerstone,Waste,3/18/2019,175,1972,806,93915,345100,1589316
BWI,CHS,Constrained,Cornerstone,Acceptable,3/18/2019,143,472,806,93937,67496,380491
BWI,BDL,Constrained,Key Stations,Waste,3/18/2019,143,283,806,93959,40469,228185
FLL,SAT,Cornerstone,Key Stations,Acceptable,3/18/2019,175,1145,806,93981,200375,923433
PVD,DCA,Constrained,Constrained,LFHI,3/18/2019,143,356,807,94003,50908,287176
LAS,SMF,Key Stations,Cornerstone,LFHI,3/18/2019,143,397,807,94025,56771,320323
STL,FLL,Others,Cornerstone,Waste,3/18/2019,175,1057,807,94047,184975,853044
SEA,SJC,Constrained,Gateway,Acceptable,3/18/2019,143,697,807,94069,99671,562636
AUS,DAL,Gateway,Others,Acceptable,3/18/2019,143,189,807,94091,27027,152600
BDL,TPA,Key Stations,Others,LFHI,3/18/2019,143,1111,808,94113,158873,897235
HOU,ELP,Key Stations,Cornerstone,Acceptable,3/18/2019,143,677,808,94135,96811,546864
ATL,STL,Others,Others,Acceptable,3/18/2019,143,484,808,94157,69212,391052
RDU,STL,Others,Others,Waste,3/18/2019,143,667,808,94178,95381,539031
ATL,MKE,Others,Cornerstone,Waste,3/18/2019,175,669,808,94200,117075,540771
OAK,HNL,Constrained,Others,LFHI,3/18/2019,175,2409,809,94222,421575,1947701
BUR,HOU,Key Stations,Key Stations,HFLI,3/18/2019,143,1389,809,94244,198627,1123275
MDW,BNA,Key Stations,Gateway,Waste,3/18/2019,175,395,809,94266,69125,319506
STL,LAX,Others,Others,Acceptable,3/18/2019,143,1592,809,94288,227656,1288025
DEN,RDU,Cornerstone,Others,Acceptable,3/18/2019,175,1436,809,94310,251300,1162075
SFO,PHX,Constrained,Constrained,HFLI,3/18/2019,143,651,809,94332,93093,526937
SMF,DEN,Cornerstone,Cornerstone,LFHI,3/18/2019,143,909,810,94354,129987,735937
ELP,DAL,Cornerstone,Others,Acceptable,3/18/2019,143,562,810,94376,80366,455105
IND,BWI,Gateway,Constrained,Acceptable,3/18/2019,175,516,810,94398,90300,417949
CUN,DEN,Cornerstone,Cornerstone,HFLI,3/18/2019,143,1669,810,94420,238667,1352160
MCO,DEN,Others,Cornerstone,LFHI,3/18/2019,175,1546,810,94442,270550,1252794
PHX,BUR,Constrained,Key Stations,HFLI,3/18/2019,143,369,811,94464,52767,299085
BNA,AUS,Gateway,Gateway,LFHI,3/18/2019,143,756,811,94486,108108,612898
SLC,MDW,Gateway,Key Stations,LFHI,3/18/2019,143,1259,811,94508,180037,1020918
SJC,SAN,Gateway,Constrained,LFHI,3/18/2019,143,417,811,94530,59631,338220
OAK,SNA,Constrained,Gateway,Acceptable,3/18/2019,143,371,811,94552,53053,300978
MCI,MDW,Gateway,Key Stations,HFLI,3/18/2019,143,405,811,94574,57915,328636
MCI,MCO,Gateway,Others,LFHI,3/19/2019,143,1072,812,94596,153296,870067
PHX,OAK,Constrained,Constrained,Waste,3/19/2019,143,646,812,94618,92378,524431
STL,ATL,Others,Others,Waste,3/19/2019,175,484,812,94640,84700,393006
HOU,MSY,Key Stations,Constrained,Acceptable,3/19/2019,143,302,812,94661,43186,245278
PDX,LAS,Key Stations,Key Stations,HFLI,3/19/2019,143,763,812,94683,109109,619833
PHX,SAN,Constrained,Constrained,HFLI,3/19/2019,143,304,813,94705,43472,247014
ONT,SJC,Cornerstone,Gateway,HFLI,3/19/2019,143,333,813,94727,47619,270639
SAN,SJC,Constrained,Gateway,HFLI,3/19/2019,143,417,813,94749,59631,338985
OMA,DAL,Constrained,Others,HFLI,3/19/2019,143,585,813,94771,83655,475662
BNA,DEN,Gateway,Cornerstone,HFLI,3/19/2019,143,1014,813,94793,145002,824667
BNA,SAT,Gateway,Key Stations,HFLI,3/19/2019,143,822,813,94815,117546,668668
ATL,MCO,Others,Others,LFHI,3/19/2019,175,404,814,94837,70700,328714
SJO,FLL, ,Cornerstone,HFLI,3/19/2019,175,1137,814,94859,198975,925327
PHX,LAX,Constrained,Others,Waste,3/19/2019,143,370,814,94881,52910,301186
LAX,SMF,Others,Cornerstone,Waste,3/19/2019,143,373,814,94903,53339,303696
RDU,MCO,Others,Others,Acceptable,3/19/2019,143,534,814,94925,76362,434880
HOU,TPA,Key Stations,Others,Acceptable,3/19/2019,143,781,815,94947,111683,636176
MCO,BNA,Others,Gateway,Acceptable,3/19/2019,143,616,815,94969,88088,501885
SEA,OAK,Constrained,Constrained,HFLI,3/19/2019,143,672,815,94991,96096,547635
SJU,BWI,Cornerstone,Constrained,Acceptable,3/19/2019,175,1565,815,95013,273875,1275657
SEA,DEN,Constrained,Cornerstone,Acceptable,3/19/2019,175,1024,815,95035,179200,834867
BWI,DAL,Constrained,Others,Acceptable,3/19/2019,175,1209,815,95057,211575,985919
CLT,BWI,Cornerstone,Constrained,HFLI,3/19/2019,143,361,816,95079,51623,294456
LAX,BWI,Others,Constrained,LFHI,3/19/2019,143,2329,816,95101,333047,1900115
OAK,ONT,Constrained,Cornerstone,Acceptable,3/19/2019,143,362,816,95123,51766,295404
MCI,DEN,Gateway,Cornerstone,Acceptable,3/19/2019,143,533,816,95145,76219,435044
PHX,ABQ,Constrained,Others,HFLI,3/19/2019,143,328,816,95166,46904,267779
STL,BDL,Others,Key Stations,HFLI,3/19/2019,143,957,817,95188,136851,781471
DAL,HOU,Others,Key Stations,Acceptable,3/19/2019,143,239,817,95210,34177,195207
LAX,SJC,Others,Gateway,Waste,3/19/2019,143,308,817,95232,44044,251621
PHX,LAX,Constrained,Others,Waste,3/19/2019,143,370,817,95254,52910,302340
SLC,PHX,Gateway,Constrained,Waste,3/19/2019,143,507,817,95276,72501,414380
OAK,LAS,Constrained,Key Stations,HFLI,3/19/2019,143,407,818,95298,58201,332723
SEA,OAK,Constrained,Constrained,LFHI,3/19/2019,143,672,818,95320,96096,549484
MKE,MCO,Cornerstone,Others,Acceptable,3/19/2019,143,1066,818,95342,152438,871848
PHX,BUR,Constrained,Key Stations,LFHI,3/19/2019,143,369,818,95364,52767,301861
STL,BWI,Others,Constrained,Acceptable,3/19/2019,143,738,818,95386,105534,603858
HOU,ABQ,Key Stations,Others,Acceptable,3/19/2019,143,759,818,95408,108537,621180
SJC,SLC,Gateway,Gateway,Waste,3/19/2019,143,584,819,95430,83512,478064
LAS,OAK,Key Stations,Constrained,Acceptable,3/19/2019,175,407,819,95452,71225,333246
